Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,Geolocation,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2018,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(42.46940091300047, -93.81649055599968)",19,RACE06,AGEADJPREV,DISTYPE,HEARDIS,,
2018,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,7.6,7.6,,,6.7,8.5,527,70381,Disability Type,Independent Living Disability,,,DISEST,AGEIND,"(39.29058096400047, -76.60926011099963)",24,AGE03,PREV,DISTYPE,INDDIS,,
2018,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,23.3,23.3,,,16.7,31.5,58,30414,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(40.06021014100048, -82.40426005599966)",39,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2018,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,4.8,4.8,,,3.8,5.9,98,108928,Disability Type,Mobility Disability,,,DISEST,AGEIND,"(39.766910452000445, -86.14996019399968)",18,AGE01,PREV,DISTYPE,MOBDIS,,
2018,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,73.7,73.7,,,71.2,76.1,3364,7435147,Disability Status,No Disability,,,DISEST,SEXIND,"(31.827240407000488, -99.42677020599967)",48,SEX01,AGEADJPREV,DISSTAT,NODIS,,
2018,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,6.6,6.6,,,5.6,7.7,659,341305,Disability Type,Self-care Disability,,,DISEST,AGEIND,,81,AGE03,PREV,DISTYPE,SELFDIS,,
2018,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(42.82700103200045, -75.54397042699964)",36,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2018,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,16.8,16.8,,,13.3,21.0,233,80285,Disability Type,Mobility Disability,,,DISEST,RACEIND,,85,RACE04,AGEADJPREV,DISTYPE,MOBDIS,,
2018,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,12.5,12.5,,,10.5,14.9,318,62654,Disability Type,Cognitive Disability,,,DISEST,SEXIND,"(43.65595011300047, -71.50036091999965)",33,SEX02,AGEADJPREV,DISTYPE,COGDIS,,
2018,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,73.0,73.0,,,71.8,74.2,14991,3813959,Disability Status,No Disability,,,DISEST,SEXIND,,86,SEX02,AGEADJPREV,DISSTAT,NODIS,,
2018,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,70.3,70.3,,,61.1,78.2,89,134190,Disability Status,No Disability,,,DISEST,RACEIND,"(39.493240390000494, -117.07184056399967)",32,RACE02,AGEADJPREV,DISSTAT,NODIS,,
2018,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,4.0,4.0,,,2.8,5.7,46,6034,Disability Type,Hearing Disability,,,DISEST,AGEIND,"(38.89037138500049, -77.03196112699965)",11,AGE02,PREV,DISTYPE,HEARDIS,,
2018,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(38.843840757000464, -106.13361092099967)",08,RACE02,AGEADJPREV,DISTYPE,SELFDIS,,
2018,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,13.1,13.1,,,11.3,15.2,225,79339,Disability Type,Cognitive Disability,,,DISEST,AGEIND,"(35.47203135600046, -97.52107021399968)",40,AGE03,PREV,DISTYPE,COGDIS,,
2018,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,16.2,16.2,,,12.8,20.3,104,19140,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(34.52088095200048, -106.24058098499967)",35,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2018,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,3.4,3.4,,,3.1,3.8,1537,641454,Disability Type,Vision Disability,,,DISEST,RACEIND,,82,RACE01,AGEADJPREV,DISTYPE,VISDIS,,
2018,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,15.0,15.0,,,9.2,23.4,19,1593,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(38.89037138500049, -77.03196112699965)",11,RACE04,AGEADJPREV,DISTYPE,INDDIS,,
2018,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,70.1,70.1,,,68.6,71.6,10983,5665938,Disability Status,No Disability,,,DISEST,AGEIND,,81,AGE02,PREV,DISSTAT,NODIS,,
2018,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(35.47203135600046, -97.52107021399968)",40,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2018,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,8.9,8.9,,,7.6,10.5,204,61373,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(34.52088095200048, -106.24058098499967)",35,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2018,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,59.9,59.9,,,56.9,62.8,1178,660012,Disability Status,No Disability,,,DISEST,AGEIND,"(31.31266064400046, -92.44568007099969)",22,AGE02,PREV,DISSTAT,NODIS,,
2018,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,"(38.89037138500049, -77.03196112699965)",11,RACE07,AGEADJPREV,DISTYPE,VISDIS,,
2018,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(39.493240390000494, -117.07184056399967)",32,RACE05,AGEADJPREV,DISTYPE,HEARDIS,,
2018,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(44.56744942400047, -120.15503132599969)",41,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2018,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,5.2,5.2,,,4.5,6.0,1069,857409,Disability Type,Hearing Disability,,,DISEST,VETIND,"(28.932040377000476, -81.92896053899966)",12,VET2,AGEADJPREV,DISTYPE,HEARDIS,,
2018,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,35.6,35.6,,,24.2,48.8,50,4837,Disability Status,Any Disability,,,DISEST,RACEIND,"(45.254228894000505, -68.98503133599962)",23,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2018,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,28.4,28.4,,,25.0,32.0,478,146228,Disability Status,Any Disability,,,DISEST,RACEIND,,86,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2018,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,8.2,8.2,,,5.8,11.6,47,12885,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(47.52227862900048, -120.47001078999972)",53,RACE04,AGEADJPREV,DISTYPE,HEARDIS,,
2018,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,6.7,6.7,,,3.7,11.9,12,10470,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(47.52227862900048, -120.47001078999972)",53,RACE02,AGEADJPREV,DISTYPE,SELFDIS,,
2018,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,16.2,16.2,,,13.1,19.9,102,197947,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(40.48501028300046, -88.99771017799969)",17,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,
2018,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,3.3,3.3,,,2.8,4.0,567,369098,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(28.932040377000476, -81.92896053899966)",12,RACE01,AGEADJPREV,DISTYPE,SELFDIS,,
2018,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,7.9,7.9,,,7.5,8.3,10263,4160375,Disability Type,Vision Disability,,,DISEST,AGEIND,,59,AGE03,PREV,DISTYPE,VISDIS,,
2018,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,17.4,17.4,,,12.2,24.1,23,8325,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(42.46940091300047, -93.81649055599968)",19,RACE02,AGEADJPREV,DISTYPE,MOBDIS,,
2018,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,87.1,87.1,,,84.6,89.2,1012,277776,Disability Status,No Disability,,,DISEST,AGEIND,"(38.89037138500049, -77.03196112699965)",11,AGE01,PREV,DISSTAT,NODIS,,
2018,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,"(32.84057112200048, -86.63186076199969)",01,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
2018,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,11.1,11.1,,,9.7,12.8,312,56386,Disability Type,Independent Living Disability,,,DISEST,AGEIND,"(34.74865012400045, -92.27449074299966)",05,AGE03,PREV,DISTYPE,INDDIS,,
2018,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(39.29058096400047, -76.60926011099963)",24,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
2018,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,28.8,28.8,,,26.6,31.1,940,530732,Disability Status,Any Disability,,,DISEST,SEXIND,"(32.84057112200048, -86.63186076199969)",01,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2018,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,4.0,4.0,,,2.9,5.3,208,21167,Disability Type,Vision Disability,,,DISEST,SEXIND,"(45.254228894000505, -68.98503133599962)",23,SEX01,AGEADJPREV,DISTYPE,VISDIS,,
2018,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,32.2,32.2,,,26.1,39.0,79,63213,Disability Status,Any Disability,,,DISEST,RACEIND,"(35.47203135600046, -97.52107021399968)",40,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2018,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,6.1,6.1,,,5.2,7.3,941,936517,Disability Type,Independent Living Disability,,,DISEST,SEXIND,,85,SEX01,AGEADJPREV,DISTYPE,INDDIS,,
2018,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,38.2,38.2,,,35.6,40.9,666,135207,Disability Type,Mobility Disability,,,DISEST,AGEIND,"(38.66551020200046, -80.71264013499967)",54,AGE03,PREV,DISTYPE,MOBDIS,,
2018,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(40.79373015200048, -77.86070029399963)",42,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2018,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(40.06021014100048, -82.40426005599966)",39,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2018,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,,,DISEST,RACEIND,"(44.353130053000484, -100.3735306369997)",46,RACE05,AGEADJPREV,DISSTAT,NODIS,,
2018,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,9.3,9.3,,,8.1,10.7,342,33608,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(43.23554134300048, -108.10983035299967)",56,RACE01,AGEADJPREV,DISTYPE,COGDIS,,
2018,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,58.5,58.5,,,48.5,67.8,67,15022,Disability Status,No Disability,,,DISEST,RACEIND,"(38.34774030000045, -98.20078122699965)",20,RACE07,AGEADJPREV,DISSTAT,NODIS,,
2018,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,7.7,7.7,,,5.2,11.5,29,1044,Disability Type,Hearing Disability,,,DISEST,VETIND,,66,VET1,AGEADJPREV,DISTYPE,HEARDIS,,
2018,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,8.8,8.8,,,8.1,9.5,2250,498809,Disability Type,Hearing Disability,,,DISEST,SEXIND,,86,SEX01,AGEADJPREV,DISTYPE,HEARDIS,,
2018,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,"(40.13057004800049, -74.27369128799967)",34,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
